Date,LGR,Volume,Volatility
2024-10-01,-0.019150390400417428,14.954176546089556,25.655290843203222
2024-10-02,0.018329962718602887,14.76817179114808,25.655290843203222
2024-10-03,0.012447224753744598,15.020402939349594,25.655290843203222
2024-10-04,0.029481780274958406,14.952830607735434,25.655290843203222
2024-10-07,-0.01819766413750997,14.654617823967753,25.655290843203222
2024-10-08,0.020829086523074608,14.875485963017466,25.655290843203222
2024-10-09,0.018026991994696248,14.745467480602244,25.655290843203222
2024-10-10,0.05408491750399093,15.877284441678146,25.655290843203222
2024-10-11,0.016658322915710882,15.34304403077689,25.655290843203222
2024-10-14,-0.030728727713474804,15.313838122759941,25.655290843203222
2024-10-15,-0.02679530327247478,15.14136465527275,25.655290843203222
2024-10-16,0.01291610349120862,14.876490205158829,25.655290843203222
2024-10-17,0.013299382479231493,14.939920539453524,25.655290843203222
2024-10-18,-0.0006124271151356305,14.87922079462312,25.655290843203222
2024-10-21,-0.001936441209412303,15.007461387062884,25.655290843203222
2024-10-22,-0.003365301145366703,14.63052132628106,25.655290843203222
2024-10-23,-0.030307915311726868,14.947847716034005,25.655290843203222
2024-10-24,0.01712619006472617,14.499061844850772,25.655290843203222
2024-10-25,-0.012725571675502619,15.614874374052263,25.655290843203222
2024-10-28,0.0023258548019987734,15.058165468882555,25.655290843203222
2024-10-29,0.03142712810868547,15.055275126388267,25.655290843203222
2024-10-30,-0.011287463269693898,14.549703707960221,25.655290843203222
2024-10-31,-0.035018196009429396,15.06130645554387,25.655290843203222
2024-11-01,0.02086745641488454,14.906057072220017,25.655290843203222
2024-11-04,-0.01411960113154065,14.657896373990457,25.655290843203222
2024-11-05,0.028693000978194307,14.630875371248468,25.655290843203222
2024-11-06,0.03958582343806685,15.25716866792027,25.655290843203222
2024-11-07,0.03313250234549723,15.089531676601379,25.655290843203222
2024-11-08,-0.002269942418579656,14.861319640972491,25.655290843203222
2024-11-11,0.03685453727020455,15.023096825860046,25.655290843203222
2024-11-12,0.0031490186715096126,14.973554600401796,25.655290843203222
2024-11-13,0.012670495095070733,15.37274950285478,25.655290843203222
2024-11-14,-0.010170027505872163,14.764113579305675,25.655290843203222
2024-11-15,-0.022346763961129095,15.056923645264055,25.655290843203222
2024-11-18,0.01830216805266781,14.685506010853125,25.655290843203222
2024-11-19,0.029646290251050256,14.969084404706358,25.655290843203222
2024-11-20,-0.008927656923810472,14.731761289038408,25.655290843203222
2024-11-21,0.02091356168325634,15.331494566647114,25.655290843203222
2024-11-22,0.04031738274989441,15.051708509584946,25.655290843203222
2024-11-25,-0.023318221138483728,15.429498105096945,25.655290843203222
2024-11-26,0.0017033305412860024,15.75443925040895,25.655290843203222
2024-11-27,-0.046954056764294455,16.19576940102006,25.655290843203222
